conversation_id,domain,n_turns,n_changes,n_transitions,drift_score,emotions
education_65_9,education,36,30,35,0.8571428571428571,"['excited', 'proud', 'proud', 'relaxed', 'proud', 'enthusiastic', 'enthusiastic', 'amused', 'enthusiastic', 'excited', 'proud', 'curious', 'proud', 'enthusiastic', 'relaxed', 'enthusiastic', 'enthusiastic', 'excited', 'hopeful', 'proud', 'proud', 'amused', 'excited', 'enthusiastic', 'happy', 'relaxed', 'proud', 'proud', 'relaxed', 'amused', 'excited', 'enthusiastic', 'hopeful', 'relaxed', 'amused', 'proud']"
education_72_9,education,9,8,8,1.0,"['amused', 'excited', 'amused', 'curious', 'enthusiastic', 'curious', 'enthusiastic', 'excited', 'curious']"
education_76_8,education,8,7,7,1.0,"['excited', 'amused', 'surprised', 'amused', 'excited', 'proud', 'relaxed', 'hopeful']"
education_79_10,education,10,9,9,1.0,"['hopeful', 'excited', 'enthusiastic', 'proud', 'excited', 'curious', 'enthusiastic', 'hopeful', 'curious', 'amused']"
education_88_9,education,9,8,8,1.0,"['hopeful', 'happy', 'amused', 'excited', 'amused', 'relaxed', 'amused', 'surprised', 'excited']"
education_8_9,education,18,17,17,1.0,"['hopeful', 'angry', 'curious', 'worried', 'excited', 'hopeful', 'enthusiastic', 'curious', 'hopeful', 'amused', 'happy', 'surprised', 'amused', 'excited', 'relaxed', 'curious', 'hopeful', 'excited']"
education_9_8,education,16,14,15,0.9333333333333333,"['proud', 'amused', 'enthusiastic', 'curious', 'hopeful', 'confused', 'curious', 'curious', 'surprised', 'excited', 'confused', 'amused', 'worried', 'curious', 'hopeful', 'excited']"
events_19_10,events,10,9,9,1.0,"['amused', 'excited', 'happy', 'curious', 'amused', 'happy', 'excited', 'surprised', 'amused', 'happy']"
events_21_8,events,8,7,7,1.0,"['happy', 'enthusiastic', 'excited', 'proud', 'excited', 'amused', 'excited', 'curious']"
events_24_10,events,20,19,19,1.0,"['grateful', 'sad', 'proud', 'worried', 'happy', 'sad', 'excited', 'disappointed', 'happy', 'sad', 'grateful', 'hopeful', 'happy', 'excited', 'amused', 'happy', 'excited', 'proud', 'surprised', 'grateful']"
events_25_10,events,20,17,19,0.8947368421052632,"['sad', 'excited', 'nostalgic', 'enthusiastic', 'happy', 'proud', 'amused', 'relaxed', 'curious', 'grateful', 'surprised', 'proud', 'curious', 'enthusiastic', 'enthusiastic', 'happy', 'curious', 'enthusiastic', 'enthusiastic', 'excited']"
events_31_10,events,10,9,9,1.0,"['sad', 'frustrated', 'angry', 'surprised', 'amused', 'happy', 'proud', 'enthusiastic', 'proud', 'enthusiastic']"
events_32_9,events,27,23,26,0.8846153846153846,"['excited', 'amused', 'grateful', 'proud', 'curious', 'happy', 'enthusiastic', 'enthusiastic', 'proud', 'excited', 'proud', 'excited', 'curious', 'happy', 'enthusiastic', 'excited', 'relaxed', 'excited', 'amused', 'amused', 'curious', 'happy', 'excited', 'excited', 'grateful', 'curious', 'enthusiastic']"
events_35_10,events,10,9,9,1.0,"['sad', 'worried', 'sad', 'anxious', 'hopeful', 'curious', 'amused', 'excited', 'proud', 'happy']"
events_38_8,events,8,7,7,1.0,"['curious', 'enthusiastic', 'excited', 'happy', 'proud', 'relaxed', 'grateful', 'happy']"
events_39_10,events,10,9,9,1.0,"['happy', 'proud', 'grateful', 'proud', 'happy', 'grateful', 'proud', 'grateful', 'proud', 'excited']"
events_46_8,events,16,15,15,1.0,"['enthusiastic', 'sad', 'curious', 'frustrated', 'amused', 'disappointed', 'excited', 'sad', 'curious', 'hopeful', 'amused', 'excited', 'curious', 'happy', 'amused', 'proud']"
events_49_10,events,10,9,9,1.0,"['curious', 'excited', 'proud', 'enthusiastic', 'hopeful', 'grateful', 'hopeful', 'grateful', 'proud', 'enthusiastic']"
events_53_9,events,9,8,8,1.0,"['grateful', 'proud', 'enthusiastic', 'proud', 'happy', 'enthusiastic', 'proud', 'enthusiastic', 'happy']"
events_65_8,events,24,17,23,0.7391304347826086,"['amused', 'amused', 'amused', 'happy', 'happy', 'happy', 'proud', 'amused', 'amused', 'grateful', 'happy', 'surprised', 'happy', 'relaxed', 'excited', 'relaxed', 'amused', 'amused', 'hopeful', 'excited', 'curious', 'excited', 'curious', 'amused']"
events_69_10,events,30,26,29,0.896551724137931,"['proud', 'excited', 'enthusiastic', 'enthusiastic', 'amused', 'proud', 'proud', 'happy', 'happy', 'excited', 'curious', 'proud', 'curious', 'enthusiastic', 'happy', 'excited', 'proud', 'relaxed', 'amused', 'grateful', 'amused', 'excited', 'proud', 'excited', 'proud', 'enthusiastic', 'proud', 'happy', 'hopeful', 'enthusiastic']"
events_77_10,events,10,9,9,1.0,"['enthusiastic', 'happy', 'proud', 'happy', 'excited', 'amused', 'happy', 'grateful', 'happy', 'proud']"
events_79_10,events,10,9,9,1.0,"['curious', 'enthusiastic', 'proud', 'enthusiastic', 'excited', 'enthusiastic', 'curious', 'excited', 'curious', 'amused']"
events_79_8,events,24,17,23,0.7391304347826086,"['enthusiastic', 'happy', 'amused', 'excited', 'proud', 'excited', 'enthusiastic', 'enthusiastic', 'proud', 'curious', 'excited', 'excited', 'enthusiastic', 'curious', 'curious', 'excited', 'amused', 'amused', 'amused', 'curious', 'excited', 'excited', 'enthusiastic', 'curious']"
events_82_9,events,18,15,17,0.8823529411764706,"['enthusiastic', 'grateful', 'happy', 'proud', 'proud', 'happy', 'enthusiastic', 'curious', 'excited', 'amused', 'curious', 'happy', 'excited', 'curious', 'curious', 'amused', 'surprised', 'happy']"
events_94_9,events,18,16,17,0.9411764705882353,"['excited', 'amused', 'happy', 'curious', 'proud', 'amused', 'excited', 'happy', 'surprised', 'curious', 'amused', 'amused', 'curious', 'happy', 'surprised', 'enthusiastic', 'curious', 'excited']"
fashion_10_8,fashion,16,12,15,0.8,"['hopeful', 'curious', 'excited', 'amused', 'amused', 'surprised', 'curious', 'curious', 'surprised', 'amused', 'excited', 'happy', 'amused', 'proud', 'excited', 'excited']"
fashion_11_8,fashion,8,7,7,1.0,"['curious', 'amused', 'excited', 'curious', 'enthusiastic', 'hopeful', 'happy', 'enthusiastic']"
fashion_13_8,fashion,16,12,15,0.8,"['happy', 'proud', 'amused', 'happy', 'curious', 'amused', 'enthusiastic', 'excited', 'excited', 'happy', 'happy', 'excited', 'proud', 'enthusiastic', 'enthusiastic', 'hopeful']"
fashion_17_10,fashion,20,15,19,0.7894736842105263,"['excited', 'enthusiastic', 'enthusiastic', 'excited', 'proud', 'curious', 'excited', 'amused', 'enthusiastic', 'excited', 'excited', 'surprised', 'curious', 'curious', 'excited', 'enthusiastic', 'enthusiastic', 'happy', 'hopeful', 'enthusiastic']"
fashion_18_8,fashion,16,13,15,0.8666666666666667,"['enthusiastic', 'excited', 'hopeful', 'curious', 'anxious', 'surprised', 'hopeful', 'amused', 'happy', 'curious', 'curious', 'excited', 'excited', 'proud', 'amused', 'excited']"
fashion_19_9,fashion,18,16,17,0.9411764705882353,"['excited', 'proud', 'enthusiastic', 'relaxed', 'hopeful', 'happy', 'excited', 'amused', 'happy', 'surprised', 'grateful', 'curious', 'proud', 'amused', 'happy', 'happy', 'enthusiastic', 'curious']"
fashion_23_8,fashion,8,7,7,1.0,"['enthusiastic', 'happy', 'relaxed', 'amused', 'excited', 'amused', 'excited', 'amused']"
fashion_26_8,fashion,8,7,7,1.0,"['proud', 'excited', 'happy', 'curious', 'excited', 'proud', 'grateful', 'hopeful']"
fashion_27_9,fashion,9,8,8,1.0,"['curious', 'enthusiastic', 'proud', 'happy', 'proud', 'enthusiastic', 'curious', 'excited', 'happy']"
fashion_29_10,fashion,20,18,19,0.9473684210526315,"['excited', 'happy', 'enthusiastic', 'proud', 'excited', 'enthusiastic', 'amused', 'excited', 'excited', 'enthusiastic', 'happy', 'proud', 'relaxed', 'enthusiastic', 'amused', 'excited', 'curious', 'enthusiastic', 'excited', 'proud']"
fashion_34_9,fashion,9,8,8,1.0,"['excited', 'amused', 'curious', 'enthusiastic', 'excited', 'enthusiastic', 'proud', 'enthusiastic', 'proud']"
fashion_37_9,fashion,9,8,8,1.0,"['curious', 'excited', 'curious', 'amused', 'relaxed', 'hopeful', 'grateful', 'hopeful', 'excited']"
fashion_47_8,fashion,8,7,7,1.0,"['proud', 'enthusiastic', 'excited', 'happy', 'proud', 'excited', 'enthusiastic', 'curious']"
fashion_4_9,fashion,18,13,17,0.7647058823529411,"['happy', 'amused', 'amused', 'relaxed', 'happy', 'amused', 'excited', 'excited', 'enthusiastic', 'enthusiastic', 'hopeful', 'curious', 'grateful', 'excited', 'happy', 'curious', 'enthusiastic', 'enthusiastic']"
fashion_50_10,fashion,20,17,19,0.8947368421052632,"['amused', 'enthusiastic', 'happy', 'hopeful', 'amused', 'happy', 'happy', 'excited', 'enthusiastic', 'happy', 'hopeful', 'proud', 'curious', 'grateful', 'amused', 'hopeful', 'excited', 'excited', 'curious', 'proud']"
fashion_55_8,fashion,16,12,15,0.8,"['hopeful', 'enthusiastic', 'excited', 'hopeful', 'happy', 'happy', 'excited', 'amused', 'proud', 'excited', 'happy', 'happy', 'enthusiastic', 'enthusiastic', 'happy', 'curious']"
fashion_57_8,fashion,8,7,7,1.0,"['curious', 'enthusiastic', 'proud', 'enthusiastic', 'excited', 'enthusiastic', 'happy', 'excited']"
fashion_58_8,fashion,8,7,7,1.0,"['excited', 'enthusiastic', 'happy', 'enthusiastic', 'excited', 'amused', 'curious', 'enthusiastic']"
fashion_62_9,fashion,9,8,8,1.0,"['excited', 'curious', 'enthusiastic', 'curious', 'amused', 'happy', 'amused', 'excited', 'curious']"
fashion_73_9,fashion,27,22,26,0.8461538461538461,"['curious', 'proud', 'curious', 'enthusiastic', 'grateful', 'amused', 'hopeful', 'hopeful', 'happy', 'excited', 'happy', 'curious', 'enthusiastic', 'amused', 'amused', 'happy', 'happy', 'curious', 'curious', 'proud', 'amused', 'excited', 'enthusiastic', 'excited', 'amused', 'proud', 'enthusiastic']"
fashion_79_9,fashion,18,14,17,0.8235294117647058,"['amused', 'proud', 'excited', 'excited', 'proud', 'proud', 'happy', 'enthusiastic', 'proud', 'hopeful', 'excited', 'grateful', 'amused', 'happy', 'happy', 'proud', 'curious', 'enthusiastic']"
fashion_7_9,fashion,18,17,17,1.0,"['proud', 'happy', 'excited', 'enthusiastic', 'amused', 'curious', 'happy', 'amused', 'enthusiastic', 'surprised', 'excited', 'curious', 'enthusiastic', 'excited', 'happy', 'amused', 'curious', 'happy']"
fashion_83_8,fashion,24,20,23,0.8695652173913043,"['happy', 'excited', 'enthusiastic', 'amused', 'enthusiastic', 'excited', 'excited', 'proud', 'amused', 'happy', 'happy', 'excited', 'curious', 'grateful', 'happy', 'excited', 'happy', 'amused', 'curious', 'curious', 'relaxed', 'confused', 'amused', 'nostalgic']"
fashion_92_10,fashion,10,9,9,1.0,"['curious', 'enthusiastic', 'hopeful', 'anxious', 'hopeful', 'happy', 'excited', 'amused', 'happy', 'amused']"
fashion_93_8,fashion,16,12,15,0.8,"['enthusiastic', 'enthusiastic', 'excited', 'happy', 'amused', 'curious', 'excited', 'excited', 'curious', 'proud', 'amused', 'excited', 'happy', 'enthusiastic', 'proud', 'proud']"
fashion_98_10,fashion,10,9,9,1.0,"['proud', 'happy', 'excited', 'curious', 'confused', 'worried', 'anxious', 'hopeful', 'curious', 'enthusiastic']"
fashion_9_8,fashion,8,7,7,1.0,"['excited', 'amused', 'excited', 'enthusiastic', 'curious', 'excited', 'enthusiastic', 'happy']"
finance_13_9,finance,18,17,17,1.0,"['angry', 'confused', 'disappointed', 'frustrated', 'hopeful', 'angry', 'happy', 'frustrated', 'curious', 'surprised', 'enthusiastic', 'worried', 'hopeful', 'frustrated', 'curious', 'angry', 'amused', 'worried']"
finance_26_9,finance,18,15,17,0.8823529411764706,"['confused', 'angry', 'anxious', 'frustrated', 'surprised', 'angry', 'worried', 'worried', 'confused', 'confused', 'frustrated', 'worried', 'anxious', 'frustrated', 'hopeful', 'worried', 'anxious', 'confused']"
finance_29_10,finance,10,9,9,1.0,"['frustrated', 'surprised', 'curious', 'confused', 'worried', 'anxious', 'hopeful', 'curious', 'surprised', 'excited']"
finance_34_8,finance,8,7,7,1.0,"['frustrated', 'worried', 'anxious', 'worried', 'frustrated', 'anxious', 'surprised', 'worried']"
finance_35_8,finance,8,7,7,1.0,"['angry', 'anxious', 'worried', 'frustrated', 'worried', 'hopeful', 'anxious', 'worried']"
finance_36_9,finance,9,8,8,1.0,"['curious', 'confused', 'anxious', 'confused', 'frustrated', 'anxious', 'confused', 'curious', 'surprised']"
finance_43_9,finance,9,8,8,1.0,"['confused', 'frustrated', 'anxious', 'hopeful', 'anxious', 'confused', 'curious', 'surprised', 'confused']"
finance_54_8,finance,16,15,15,1.0,"['hopeful', 'surprised', 'curious', 'amused', 'enthusiastic', 'happy', 'curious', 'proud', 'surprised', 'grateful', 'curious', 'hopeful', 'confused', 'happy', 'frustrated', 'curious']"
finance_60_8,finance,24,20,23,0.8695652173913043,"['angry', 'frustrated', 'curious', 'anxious', 'worried', 'confused', 'worried', 'anxious', 'frustrated', 'hopeful', 'hopeful', 'surprised', 'curious', 'nostalgic', 'curious', 'surprised', 'hopeful', 'confused', 'confused', 'anxious', 'worried', 'worried', 'hopeful', 'confused']"
finance_68_8,finance,8,7,7,1.0,"['worried', 'hopeful', 'curious', 'surprised', 'worried', 'hopeful', 'anxious', 'confused']"
finance_6_9,finance,9,8,8,1.0,"['worried', 'hopeful', 'curious', 'enthusiastic', 'curious', 'surprised', 'confused', 'surprised', 'amused']"
finance_72_8,finance,8,7,7,1.0,"['confused', 'surprised', 'worried', 'frustrated', 'worried', 'frustrated', 'anxious', 'hopeful']"
finance_74_9,finance,9,8,8,1.0,"['confused', 'frustrated', 'anxious', 'surprised', 'worried', 'hopeful', 'curious', 'enthusiastic', 'hopeful']"
finance_76_10,finance,10,9,9,1.0,"['anxious', 'confused', 'anxious', 'hopeful', 'anxious', 'frustrated', 'worried', 'frustrated', 'angry', 'worried']"
finance_92_9,finance,9,8,8,1.0,"['anxious', 'frustrated', 'worried', 'confused', 'surprised', 'worried', 'confused', 'anxious', 'surprised']"
finance_96_8,finance,8,7,7,1.0,"['worried', 'confused', 'frustrated', 'worried', 'anxious', 'worried', 'anxious', 'hopeful']"
fitness_11_10,fitness,10,9,9,1.0,"['curious', 'excited', 'surprised', 'amused', 'excited', 'surprised', 'amused', 'excited', 'happy', 'grateful']"
fitness_12_10,fitness,10,9,9,1.0,"['happy', 'curious', 'enthusiastic', 'happy', 'excited', 'curious', 'surprised', 'happy', 'curious', 'excited']"
fitness_16_9,fitness,9,8,8,1.0,"['excited', 'curious', 'excited', 'curious', 'enthusiastic', 'happy', 'excited', 'surprised', 'excited']"
fitness_19_9,fitness,9,8,8,1.0,"['angry', 'disappointed', 'frustrated', 'angry', 'frustrated', 'worried', 'frustrated', 'anxious', 'surprised']"
fitness_25_10,fitness,10,9,9,1.0,"['excited', 'enthusiastic', 'excited', 'curious', 'enthusiastic', 'curious', 'amused', 'curious', 'amused', 'surprised']"
fitness_27_8,fitness,16,14,15,0.9333333333333333,"['frustrated', 'excited', 'surprised', 'surprised', 'happy', 'amused', 'relaxed', 'curious', 'amused', 'confused', 'happy', 'surprised', 'curious', 'happy', 'surprised', 'amused']"
fitness_36_9,fitness,18,16,17,0.9411764705882353,"['curious', 'enthusiastic', 'surprised', 'curious', 'happy', 'surprised', 'proud', 'excited', 'grateful', 'amused', 'hopeful', 'curious', 'happy', 'excited', 'curious', 'curious', 'enthusiastic', 'excited']"
fitness_37_9,fitness,18,16,17,0.9411764705882353,"['enthusiastic', 'surprised', 'happy', 'curious', 'relaxed', 'excited', 'hopeful', 'surprised', 'grateful', 'happy', 'relaxed', 'excited', 'nostalgic', 'amused', 'grateful', 'happy', 'happy', 'curious']"
fitness_44_8,fitness,8,7,7,1.0,"['surprised', 'excited', 'happy', 'enthusiastic', 'curious', 'excited', 'curious', 'excited']"
fitness_50_10,fitness,10,9,9,1.0,"['relaxed', 'grateful', 'happy', 'enthusiastic', 'curious', 'confused', 'frustrated', 'surprised', 'excited', 'happy']"
fitness_50_8,fitness,8,7,7,1.0,"['happy', 'excited', 'happy', 'grateful', 'happy', 'enthusiastic', 'hopeful', 'grateful']"
fitness_57_8,fitness,16,14,15,0.9333333333333333,"['enthusiastic', 'amused', 'happy', 'excited', 'enthusiastic', 'surprised', 'happy', 'amused', 'curious', 'happy', 'enthusiastic', 'curious', 'curious', 'excited', 'surprised', 'enthusiastic']"
fitness_75_10,fitness,10,9,9,1.0,"['happy', 'excited', 'enthusiastic', 'excited', 'curious', 'excited', 'amused', 'happy', 'amused', 'relaxed']"
fitness_80_9,fitness,9,8,8,1.0,"['enthusiastic', 'excited', 'enthusiastic', 'hopeful', 'grateful', 'happy', 'curious', 'excited', 'happy']"
fitness_86_8,fitness,8,7,7,1.0,"['surprised', 'excited', 'enthusiastic', 'excited', 'happy', 'curious', 'surprised', 'happy']"
fitness_88_9,fitness,18,16,17,0.9411764705882353,"['excited', 'happy', 'surprised', 'excited', 'excited', 'amused', 'happy', 'relaxed', 'grateful', 'amused', 'relaxed', 'happy', 'amused', 'relaxed', 'curious', 'happy', 'excited', 'amused']"
fitness_89_9,fitness,9,8,8,1.0,"['frustrated', 'disappointed', 'sad', 'frustrated', 'angry', 'frustrated', 'surprised', 'curious', 'confused']"
fitness_92_8,fitness,16,15,15,1.0,"['angry', 'amused', 'frustrated', 'relaxed', 'surprised', 'amused', 'happy', 'excited', 'relaxed', 'enthusiastic', 'grateful', 'excited', 'relaxed', 'happy', 'grateful', 'relaxed']"
fitness_98_10,fitness,10,9,9,1.0,"['amused', 'happy', 'grateful', 'happy', 'excited', 'surprised', 'confused', 'curious', 'excited', 'amused']"
food_16_9,food,18,17,17,1.0,"['enthusiastic', 'nostalgic', 'happy', 'grateful', 'enthusiastic', 'nostalgic', 'curious', 'happy', 'excited', 'proud', 'curious', 'enthusiastic', 'excited', 'happy', 'surprised', 'grateful', 'amused', 'happy']"
food_18_8,food,32,28,31,0.9032258064516129,"['enthusiastic', 'amused', 'grateful', 'happy', 'happy', 'curious', 'happy', 'grateful', 'amused', 'amused', 'enthusiastic', 'nostalgic', 'excited', 'happy', 'excited', 'grateful', 'proud', 'curious', 'enthusiastic', 'proud', 'relaxed', 'confused', 'happy', 'happy', 'nostalgic', 'frustrated', 'grateful', 'amused', 'happy', 'anxious', 'nostalgic', 'excited']"
food_19_10,food,20,16,19,0.8421052631578947,"['curious', 'excited', 'amused', 'proud', 'curious', 'happy', 'amused', 'excited', 'happy', 'amused', 'amused', 'happy', 'happy', 'excited', 'curious', 'enthusiastic', 'surprised', 'curious', 'curious', 'amused']"
food_19_8,food,8,7,7,1.0,"['grateful', 'nostalgic', 'happy', 'curious', 'amused', 'excited', 'amused', 'excited']"
food_1_10,food,10,9,9,1.0,"['grateful', 'nostalgic', 'happy', 'amused', 'happy', 'excited', 'curious', 'enthusiastic', 'curious', 'excited']"
food_22_10,food,20,14,19,0.7368421052631579,"['grateful', 'nostalgic', 'happy', 'happy', 'enthusiastic', 'enthusiastic', 'happy', 'curious', 'amused', 'excited', 'curious', 'curious', 'enthusiastic', 'excited', 'curious', 'curious', 'amused', 'amused', 'excited', 'surprised']"
food_25_10,food,20,17,19,0.8947368421052632,"['excited', 'happy', 'curious', 'proud', 'amused', 'enthusiastic', 'excited', 'excited', 'amused', 'happy', 'excited', 'enthusiastic', 'curious', 'excited', 'excited', 'happy', 'enthusiastic', 'grateful', 'happy', 'nostalgic']"
food_26_9,food,27,24,26,0.9230769230769231,"['grateful', 'curious', 'nostalgic', 'happy', 'enthusiastic', 'grateful', 'amused', 'excited', 'happy', 'happy', 'enthusiastic', 'grateful', 'enthusiastic', 'curious', 'nostalgic', 'excited', 'amused', 'happy', 'curious', 'excited', 'grateful', 'amused', 'enthusiastic', 'nostalgic', 'relaxed', 'happy', 'happy']"
food_34_9,food,9,8,8,1.0,"['grateful', 'nostalgic', 'happy', 'relaxed', 'nostalgic', 'grateful', 'nostalgic', 'happy', 'curious']"
food_38_10,food,20,16,19,0.8421052631578947,"['happy', 'curious', 'enthusiastic', 'enthusiastic', 'hopeful', 'curious', 'nostalgic', 'excited', 'relaxed', 'happy', 'happy', 'amused', 'excited', 'curious', 'amused', 'amused', 'excited', 'happy', 'amused', 'relaxed']"
food_39_9,food,9,8,8,1.0,"['amused', 'relaxed', 'amused', 'excited', 'enthusiastic', 'curious', 'enthusiastic', 'excited', 'amused']"
food_40_10,food,20,17,19,0.8947368421052632,"['excited', 'curious', 'enthusiastic', 'excited', 'proud', 'happy', 'happy', 'enthusiastic', 'excited', 'excited', 'happy', 'amused', 'excited', 'curious', 'happy', 'excited', 'amused', 'enthusiastic', 'curious', 'proud']"
food_45_8,food,8,7,7,1.0,"['amused', 'excited', 'curious', 'confused', 'surprised', 'amused', 'curious', 'enthusiastic']"
food_59_8,food,24,21,23,0.9130434782608695,"['nostalgic', 'enthusiastic', 'happy', 'relaxed', 'excited', 'amused', 'amused', 'curious', 'surprised', 'happy', 'excited', 'happy', 'amused', 'happy', 'grateful', 'happy', 'curious', 'nostalgic', 'excited', 'excited', 'happy', 'curious', 'happy', 'amused']"
food_64_8,food,16,12,15,0.8,"['nostalgic', 'happy', 'hopeful', 'excited', 'happy', 'curious', 'curious', 'excited', 'excited', 'enthusiastic', 'enthusiastic', 'curious', 'happy', 'amused', 'grateful', 'excited']"
food_71_10,food,10,9,9,1.0,"['enthusiastic', 'proud', 'grateful', 'nostalgic', 'happy', 'grateful', 'happy', 'excited', 'enthusiastic', 'curious']"
food_77_10,food,10,9,9,1.0,"['happy', 'amused', 'happy', 'curious', 'excited', 'enthusiastic', 'curious', 'amused', 'curious', 'excited']"
food_8_8,food,8,7,7,1.0,"['curious', 'excited', 'enthusiastic', 'curious', 'confused', 'curious', 'excited', 'enthusiastic']"
food_96_8,food,8,7,7,1.0,"['grateful', 'nostalgic', 'happy', 'excited', 'proud', 'excited', 'amused', 'excited']"
food_98_10,food,10,9,9,1.0,"['grateful', 'nostalgic', 'happy', 'grateful', 'nostalgic', 'happy', 'grateful', 'nostalgic', 'grateful', 'nostalgic']"
gaming_19_8,gaming,8,7,7,1.0,"['excited', 'happy', 'excited', 'curious', 'amused', 'curious', 'amused', 'excited']"
gaming_1_8,gaming,16,11,15,0.7333333333333333,"['hopeful', 'curious', 'curious', 'enthusiastic', 'amused', 'happy', 'curious', 'proud', 'excited', 'enthusiastic', 'enthusiastic', 'curious', 'curious', 'amused', 'amused', 'happy']"
gaming_23_8,gaming,8,7,7,1.0,"['enthusiastic', 'happy', 'proud', 'excited', 'curious', 'surprised', 'excited', 'happy']"
gaming_23_9,gaming,18,16,17,0.9411764705882353,"['curious', 'proud', 'amused', 'happy', 'curious', 'amused', 'enthusiastic', 'excited', 'happy', 'amused', 'excited', 'excited', 'enthusiastic', 'amused', 'proud', 'happy', 'excited', 'amused']"
gaming_28_9,gaming,9,8,8,1.0,"['amused', 'happy', 'enthusiastic', 'hopeful', 'excited', 'curious', 'enthusiastic', 'hopeful', 'happy']"
gaming_33_10,gaming,10,9,9,1.0,"['curious', 'amused', 'surprised', 'curious', 'amused', 'excited', 'surprised', 'excited', 'happy', 'proud']"
gaming_5_9,gaming,18,14,17,0.8235294117647058,"['hopeful', 'amused', 'nostalgic', 'curious', 'happy', 'excited', 'excited', 'curious', 'curious', 'enthusiastic', 'excited', 'hopeful', 'proud', 'excited', 'excited', 'happy', 'amused', 'curious']"
gaming_62_10,gaming,10,9,9,1.0,"['curious', 'enthusiastic', 'hopeful', 'excited', 'proud', 'grateful', 'relaxed', 'amused', 'happy', 'excited']"
gaming_66_10,gaming,20,16,19,0.8421052631578947,"['curious', 'curious', 'enthusiastic', 'amused', 'hopeful', 'surprised', 'happy', 'amused', 'excited', 'curious', 'curious', 'excited', 'excited', 'amused', 'enthusiastic', 'happy', 'excited', 'enthusiastic', 'happy', 'curious']"
gaming_80_8,gaming,16,13,15,0.8666666666666667,"['enthusiastic', 'happy', 'proud', 'amused', 'happy', 'happy', 'excited', 'amused', 'enthusiastic', 'happy', 'curious', 'enthusiastic', 'enthusiastic', 'excited', 'proud', 'happy']"
gaming_83_9,gaming,18,15,17,0.8823529411764706,"['happy', 'excited', 'excited', 'curious', 'amused', 'excited', 'excited', 'happy', 'enthusiastic', 'proud', 'curious', 'excited', 'enthusiastic', 'amused', 'proud', 'excited', 'enthusiastic', 'amused']"
gaming_8_8,gaming,8,7,7,1.0,"['proud', 'happy', 'enthusiastic', 'proud', 'enthusiastic', 'happy', 'enthusiastic', 'proud']"
gardening_10_9,gardening,9,8,8,1.0,"['enthusiastic', 'excited', 'amused', 'excited', 'happy', 'excited', 'happy', 'enthusiastic', 'happy']"
gardening_17_8,gardening,8,7,7,1.0,"['relaxed', 'amused', 'happy', 'proud', 'happy', 'amused', 'curious', 'enthusiastic']"
gardening_17_9,gardening,18,15,17,0.8823529411764706,"['excited', 'relaxed', 'enthusiastic', 'happy', 'excited', 'amused', 'enthusiastic', 'happy', 'happy', 'enthusiastic', 'enthusiastic', 'happy', 'curious', 'enthusiastic', 'amused', 'happy', 'curious', 'grateful']"
gardening_18_9,gardening,9,8,8,1.0,"['amused', 'curious', 'excited', 'curious', 'enthusiastic', 'proud', 'enthusiastic', 'happy', 'amused']"
gardening_22_8,gardening,8,7,7,1.0,"['amused', 'relaxed', 'amused', 'relaxed', 'grateful', 'happy', 'grateful', 'relaxed']"
gardening_28_8,gardening,16,11,15,0.7333333333333333,"['relaxed', 'amused', 'amused', 'curious', 'excited', 'excited', 'surprised', 'enthusiastic', 'amused', 'curious', 'curious', 'excited', 'amused', 'amused', 'surprised', 'excited']"
gardening_31_10,gardening,20,17,19,0.8947368421052632,"['grateful', 'enthusiastic', 'relaxed', 'happy', 'grateful', 'enthusiastic', 'happy', 'happy', 'amused', 'curious', 'relaxed', 'amused', 'grateful', 'curious', 'proud', 'amused', 'excited', 'curious', 'amused', 'amused']"
gardening_32_8,gardening,8,7,7,1.0,"['enthusiastic', 'happy', 'proud', 'enthusiastic', 'curious', 'amused', 'excited', 'curious']"
gardening_34_10,gardening,10,9,9,1.0,"['curious', 'enthusiastic', 'happy', 'excited', 'enthusiastic', 'curious', 'enthusiastic', 'curious', 'confused', 'curious']"
gardening_34_9,gardening,18,16,17,0.9411764705882353,"['amused', 'happy', 'curious', 'relaxed', 'amused', 'grateful', 'excited', 'happy', 'curious', 'grateful', 'amused', 'relaxed', 'happy', 'happy', 'grateful', 'excited', 'happy', 'proud']"
gardening_41_9,gardening,9,8,8,1.0,"['amused', 'curious', 'amused', 'excited', 'amused', 'curious', 'amused', 'excited', 'curious']"
gardening_4_10,gardening,20,15,19,0.7894736842105263,"['relaxed', 'relaxed', 'amused', 'happy', 'relaxed', 'relaxed', 'amused', 'happy', 'curious', 'excited', 'excited', 'amused', 'amused', 'relaxed', 'excited', 'amused', 'enthusiastic', 'curious', 'proud', 'surprised']"
gardening_51_8,gardening,16,14,15,0.9333333333333333,"['curious', 'relaxed', 'amused', 'hopeful', 'excited', 'happy', 'curious', 'excited', 'enthusiastic', 'happy', 'happy', 'curious', 'excited', 'amused', 'enthusiastic', 'relaxed']"
gardening_58_10,gardening,30,23,29,0.7931034482758621,"['grateful', 'relaxed', 'amused', 'relaxed', 'amused', 'happy', 'happy', 'relaxed', 'relaxed', 'amused', 'grateful', 'grateful', 'excited', 'happy', 'happy', 'amused', 'excited', 'amused', 'relaxed', 'curious', 'happy', 'amused', 'enthusiastic', 'grateful', 'happy', 'happy', 'happy', 'excited', 'enthusiastic', 'relaxed']"
